Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,female,male
1,1,27.0,0,0,81.76,2,1,0
1,2,8.0,0,1,11.62,2,1,0
1,1,43.0,1,1,30.03,2,1,0
1,2,7.0,1,1,26.46,3,1,0
1,1,53.0,0,0,63.58,3,0,1
1,1,55.0,0,0,63.58,3,0,1
1,2,50.0,0,1,29.37,2,1,0
1,2,58.0,0,1,9.71,3,1,0
1,1,29.0,0,0,29.96,3,1,0
1,1,29.5,0,0,13.07,2,1,0
1,1,55.0,1,1,63.58,3,0,1
1,2,8.0,1,1,30.15,3,1,0
1,1,47.0,0,0,25.25,2,1,0
1,1,64.0,0,0,28.85,1,1,0
1,1,67.0,0,0,63.58,1,1,0
1,1,43.0,2,0,27.04,2,0,1
1,3,36.0,0,0,15.66,3,0,1
1,3,39.0,0,0,21.95,3,0,1
1,3,43.0,0,0,23.07,3,1,0
1,2,63.0,0,0,13.46,3,1,0
1,2,68.0,0,0,29.02,3,1,0
1,3,53.0,0,0,27.75,2,1,0
1,1,29.0,0,0,26.62,2,1,0
1,1,27.0,3,0,25.71,2,1,0
1,2,47.0,0,0,9.68,1,0,1
1,2,37.0,0,0,22.65,2,1,0
1,1,50.0,0,0,72.57,2,1,0
1,3,62.0,0,0,10.6,1,0,1
1,2,43.0,0,0,29.07,3,0,1
1,2,51.0,1,1,26.76,3,1,0
1,3,43.0,0,0,12.38,2,1,0
1,1,56.0,1,2,63.58,3,1,0
1,2,26.0,0,0,22.77,2,1,0
1,3,21.0,0,0,7.91,3,1,0
1,3,48.0,0,1,9.82,3,1,0
1,1,53.0,0,0,63.58,1,1,0
1,1,35.0,0,0,63.58,3,1,0
1,2,22.0,0,1,29.61,3,1,0
1,2,61.0,0,2,26.59,3,0,1
1,2,56.0,0,0,8.34,2,1,0
1,2,9.0,1,1,27.66,2,1,0
1,1,29.0,2,1,79.42,3,1,0
1,1,42.0,1,2,31.21,2,0,1
1,1,41.0,0,0,63.58,2,1,0
1,2,77.0,0,0,36.8,2,1,0
1,1,48.0,0,0,11.18,2,1,0
1,2,33.0,0,0,25.58,3,1,0
1,3,17.0,0,0,6.74,3,0,1
1,1,43.0,1,2,30.15,2,1,0
1,2,3.0,1,1,31.67,3,0,1
1,2,27.0,0,0,31.47,2,0,1
1,1,52.0,0,0,63.58,2,0,1
1,2,71.0,3,0,4.33,3,1,0
1,1,47.0,0,0,63.58,1,0,1
1,3,28.0,0,0,30.62,3,1,0
1,2,69.0,1,0,33.7,3,1,0
1,1,36.0,0,0,63.58,3,0,1
1,1,59.0,0,0,107.95,3,1,0
1,3,61.0,0,0,6.47,3,0,1
1,1,68.0,0,0,52.56,1,1,0
1,3,21.0,0,0,14.09,3,0,1
1,1,56.0,0,1,63.58,3,1,0
1,2,26.0,0,0,17.07,3,1,0
1,1,56.0,0,0,107.28,2,1,0
1,3,44.0,0,0,12.15,3,1,0
1,2,49.0,0,0,22.65,2,0,1
1,1,25.0,0,0,63.58,2,1,0
1,2,31.0,0,0,24.28,2,1,0
1,1,45.0,0,0,63.58,2,1,0
1,1,58.0,0,1,90.8,3,1,0
1,3,22.0,0,0,9.8,3,1,0
1,3,69.0,3,2,11.35,3,1,0
1,1,24.0,0,0,33.01,2,0,1
1,1,50.0,0,0,24.79,1,1,0
1,1,64.0,0,0,63.58,1,1,0
1,1,54.0,0,0,63.58,3,1,0
1,1,47.0,0,2,72.49,2,0,1
1,1,35.0,0,1,63.58,2,1,0
1,2,37.0,0,0,6.75,3,1,0
1,1,45.0,0,2,115.77,3,0,1
1,3,2.0,1,1,25.85,2,0,1
1,3,0.42,1,1,26.43,2,1,0
1,2,27.0,1,1,22.65,3,0,1
1,2,9.0,1,1,32.66,2,1,0
1,3,24.0,0,0,11.29,1,1,0
1,1,41.0,0,0,91.01,2,1,0
1,2,6.0,1,1,30.83,3,1,0
1,2,45.0,0,1,13.69,2,1,0
1,2,49.0,0,0,7.83,3,0,1
1,2,23.0,0,1,35.51,3,1,0
1,3,20.0,2,1,26.88,3,1,0
1,3,26.0,0,0,13.29,3,0,1
1,2,66.0,1,1,31.58,3,1,0
1,2,24.0,0,0,21.84,3,1,0
1,1,65.0,1,0,8.96,1,1,0
1,1,43.0,0,0,26.24,3,1,0
1,1,52.0,0,0,30.34,1,1,0
1,3,32.0,0,0,4.43,2,0,1
1,2,35.0,0,0,37.01,2,1,0
1,1,54.0,0,0,10.75,2,1,0
1,1,47.0,1,2,63.58,2,0,1
1,2,69.0,0,0,29.75,2,1,0
1,3,20.0,0,0,10.5,2,0,1
1,1,48.0,0,1,74.55,2,1,0
1,2,3.0,1,1,33.51,3,1,0
1,1,65.0,0,0,63.58,3,1,0
1,2,11.0,0,0,10.07,1,1,0
1,2,69.0,0,1,33.78,3,1,0
1,3,1.0,1,2,31.57,3,1,0
1,2,12.0,0,0,13.53,3,1,0
1,1,43.0,0,2,82.53,3,1,0
1,2,57.0,4,0,22.65,1,1,0
1,1,42.0,0,0,33.77,2,1,0
1,2,66.0,0,1,36.23,2,1,0
1,3,30.0,0,0,35.45,3,0,1
1,3,1.0,1,1,36.17,2,1,0
1,3,7.0,0,1,27.51,3,0,1
1,1,49.0,0,1,63.58,3,1,0
1,3,63.0,0,0,5.7,3,1,0
1,1,38.0,1,0,29.04,3,0,1
1,3,67.0,0,0,7.56,3,1,0
1,2,27.0,0,1,22.65,2,1,0
1,3,23.0,0,0,9.07,3,1,0
1,2,62.0,0,1,8.56,2,1,0
1,3,28.0,0,0,10.96,3,1,0
1,1,18.0,1,1,82.38,3,0,1
1,1,51.0,0,0,70.62,2,0,1
1,1,58.0,0,0,63.58,1,0,1
1,1,34.0,0,1,63.58,2,1,0
1,1,46.0,0,0,63.58,2,1,0
1,2,48.0,0,0,34.1,2,1,0
1,2,28.0,0,1,25.43,2,1,0
1,1,54.0,0,1,63.58,2,0,1
1,2,12.0,0,0,14.67,2,1,0
1,2,40.0,0,1,24.89,3,1,0
1,2,75.0,0,0,28.99,2,1,0
1,1,62.0,0,0,8.83,3,0,1
1,1,51.0,1,1,62.23,3,1,0
1,1,64.0,0,0,63.58,1,1,0
1,1,51.0,0,0,63.58,2,1,0
1,1,49.0,0,0,29.03,2,1,0
1,2,58.0,0,0,10.16,3,0,1
1,1,43.0,0,0,63.58,2,1,0
1,3,66.0,0,0,30.93,2,1,0
1,2,46.0,0,1,22.65,2,1,0
1,1,71.0,1,0,35.3,2,1,0
1,3,64.0,0,0,33.87,2,1,0
1,1,48.0,1,1,32.37,3,1,0
1,1,56.0,0,0,70.51,2,1,0
1,1,60.0,0,0,87.45,1,0,1
1,2,41.0,1,0,33.85,2,1,0
1,3,48.0,0,0,7.29,3,1,0
1,1,26.0,0,0,63.58,3,0,1
1,1,74.0,0,0,94.32,1,1,0
1,2,57.0,0,0,11.37,1,1,0
1,3,63.0,0,1,31.54,3,1,0
1,1,51.0,1,0,63.58,3,1,0
1,3,18.0,0,0,3.25,3,1,0
1,3,2.0,1,2,10.94,3,1,0
1,3,0.75,1,2,31.09,3,0,1
1,1,66.0,1,0,31.11,2,1,0
1,1,60.0,0,1,34.88,2,1,0
1,1,52.0,1,0,63.58,3,1,0
1,1,27.0,0,0,95.23,2,0,1
1,2,14.0,0,2,34.02,2,1,0
1,2,62.0,0,1,22.65,2,1,0
1,1,53.0,1,1,63.58,2,0,1
1,3,42.0,0,0,18.51,3,0,1
1,3,23.0,0,1,14.72,2,1,0
1,2,24.0,0,1,29.31,3,1,0
1,1,40.0,0,0,36.06,3,1,0
1,2,52.0,4,1,27.44,2,1,0
1,1,22.0,2,0,10.47,3,0,1
1,1,52.0,1,1,23.59,1,1,0
1,3,56.0,0,0,12.33,2,1,0
1,2,61.0,0,0,22.19,3,1,0
1,3,32.0,0,0,11.29,3,1,0
1,1,35.0,0,0,24.47,2,1,0
1,1,37.0,0,0,10.51,3,0,1
1,2,55.0,0,1,29.17,2,1,0
1,1,48.0,0,0,63.58,2,1,0
1,2,45.0,0,2,29.35,2,1,0
1,3,11.0,1,1,33.6,3,1,0
1,2,3.0,1,2,30.14,3,1,0
1,1,49.0,0,0,27.11,2,0,1
1,2,25.0,0,0,18.71,2,0,1
1,1,52.0,0,0,111.67,2,1,0
1,1,53.0,0,0,63.58,2,1,0
1,1,42.0,1,0,63.58,2,1,0
1,1,75.0,0,0,63.58,1,1,0
1,2,23.0,0,0,11.89,3,1,0
1,1,38.0,1,0,82.53,3,1,0
1,3,47.0,0,0,13.13,3,0,1
1,1,52.0,0,0,30.67,2,0,1
1,1,25.0,0,0,63.58,3,1,0
1,1,63.0,0,2,63.58,2,1,0
1,3,40.0,3,0,23.99,3,1,0
1,2,12.0,3,3,21.29,3,1,0
1,2,38.0,1,1,22.65,3,1,0
1,2,38.0,0,0,7.04,3,1,0
1,1,57.0,3,0,9.5,1,1,0
1,1,55.0,0,0,27.39,1,1,0
1,3,30.0,0,2,9.61,3,0,1
1,3,7.0,1,0,9.7,3,0,1
1,2,1.0,1,2,31.83,3,1,0
1,1,51.0,0,0,63.58,2,1,0
1,3,49.0,0,0,20.32,3,1,0
1,2,54.0,0,0,16.54,3,1,0
1,3,56.0,0,0,16.68,2,1,0
1,1,62.0,0,0,75.98,1,1,0
1,1,38.0,0,0,32.4,1,1,0
1,1,59.0,0,0,63.58,3,1,0
1,2,33.0,0,0,13.32,2,1,0
1,1,44.0,0,0,76.11,3,0,1
1,3,22.0,3,0,25.11,3,1,0
1,1,34.0,0,0,28.34,2,1,0
1,3,66.0,0,0,15.71,2,1,0
1,2,59.0,0,0,26.23,3,1,0
1,1,39.0,0,0,22.75,3,1,0
1,3,27.0,0,0,6.18,3,1,0
1,2,57.0,1,1,22.65,3,1,0
1,3,24.0,0,0,9.98,3,1,0
1,2,20.0,0,0,10.01,3,1,0
1,2,33.0,1,0,28.87,1,1,0
1,2,51.0,0,0,23.62,3,1,0
1,2,62.0,0,0,31.28,2,1,0
1,1,45.0,1,1,63.58,3,1,0
1,2,30.0,0,0,11.15,2,1,0
1,3,34.0,0,1,4.53,3,1,0
1,3,45.0,0,0,13.62,3,1,0
1,1,48.0,0,0,82.48,1,0,1
1,1,64.0,0,0,63.58,1,0,1
1,1,48.0,0,0,63.58,2,1,0
1,2,50.0,0,0,11.51,3,0,1
1,1,47.0,0,0,80.55,1,1,0
1,3,59.0,0,0,22.69,3,1,0
1,2,27.0,0,0,5.63,3,1,0
1,3,30.0,0,1,15.24,2,1,0
1,1,65.0,0,2,34.89,2,1,0
1,1,47.0,0,0,63.58,2,0,1
1,3,62.0,0,0,26.12,1,1,0
1,2,73.0,2,0,25.21,3,1,0
1,3,26.0,0,0,20.05,3,1,0
1,1,31.0,0,0,38.36,3,1,0
1,2,35.0,0,1,25.6,3,0,1
1,1,39.0,0,0,65.57,3,1,0
1,2,57.0,0,0,24.5,3,0,1
1,2,49.0,0,0,25.73,3,1,0
1,3,53.0,0,0,14.21,3,1,0
1,2,41.0,0,1,19.67,2,1,0
1,2,42.0,0,0,22.45,3,1,0
1,1,50.0,1,0,115.37,3,1,0
1,2,78.0,0,1,33.79,3,1,0
1,2,72.0,0,0,8.27,2,0,1
1,2,67.0,0,0,31.47,2,1,0
1,2,59.0,0,1,33.49,2,1,0
1,2,42.0,0,1,22.65,3,1,0
1,2,8.0,0,0,11.95,2,1,0
1,2,43.0,0,0,8.08,3,1,0
1,2,28.0,0,0,22.84,3,1,0
1,3,47.0,1,0,9.53,3,1,0
1,3,43.0,0,0,10.14,3,1,0
1,2,58.0,0,0,27.97,3,1,0
1,1,45.0,0,1,33.09,2,1,0
1,1,58.0,2,0,70.21,3,0,1
1,2,29.0,0,1,26.69,3,1,0
1,1,48.0,0,0,63.58,2,0,1
1,3,7.0,0,2,10.94,3,1,0
1,1,49.0,0,2,13.71,2,0,1
1,3,26.0,0,0,9.77,3,1,0
1,1,37.0,1,2,61.89,3,1,0
1,3,52.0,0,0,10.94,3,0,1
1,3,51.0,0,4,13.07,3,1,0
1,1,38.0,0,0,81.81,2,1,0
1,2,23.0,0,0,20.11,3,1,0
1,2,75.0,0,0,7.13,3,1,0
1,1,52.0,0,0,28.39,3,1,0
1,1,23.0,0,0,27.68,2,0,1
1,3,12.0,0,0,29.46,2,1,0
1,2,56.0,0,0,22.33,2,1,0
1,2,30.0,0,0,7.0,3,1,0
1,1,56.0,0,0,109.56,3,0,1
1,1,41.0,1,0,27.93,2,1,0
1,3,1.0,1,1,33.35,2,0,1
1,3,34.0,0,0,11.19,3,1,0
1,2,53.0,1,0,11.95,3,1,0
1,1,42.0,1,2,63.58,2,0,1
1,2,8.0,2,1,28.01,3,1,0
1,1,63.0,0,0,63.58,3,1,0
1,2,68.0,0,1,12.15,1,1,0
1,3,47.0,2,0,10.94,3,0,1
1,2,51.0,1,0,8.86,2,1,0
1,3,57.0,3,0,11.22,3,0,1
1,3,61.0,0,0,11.55,2,1,0
1,2,6.0,1,1,27.52,3,1,0
1,1,45.0,0,0,63.58,2,1,0
1,1,67.0,0,0,27.22,1,1,0
1,3,3.0,1,2,27.51,3,1,0
1,3,23.0,0,0,7.54,3,0,1
1,1,61.0,1,0,110.74,1,1,0
1,3,35.0,0,0,9.44,3,0,1
1,1,75.0,0,0,26.22,1,0,1
1,1,44.0,1,0,75.38,2,1,0
1,1,35.0,0,0,78.72,2,1,0
1,2,35.0,0,0,22.91,3,1,0
1,1,57.0,0,2,26.24,1,1,0
1,3,0.17,1,2,28.95,3,0,1
1,2,38.0,1,2,22.65,3,0,1
1,2,30.0,0,2,8.86,2,1,0
1,3,27.0,0,0,14.05,3,1,0
1,2,38.0,0,0,22.65,2,1,0
1,1,54.0,0,3,114.02,2,1,0
1,1,43.0,0,0,76.47,3,1,0
1,2,55.0,0,0,19.98,3,0,1
1,3,20.0,0,0,6.89,3,1,0
1,3,4.0,1,2,28.89,2,1,0
1,3,28.0,0,0,10.96,3,1,0
1,3,2.0,1,2,32.39,3,0,1
1,2,12.0,1,2,35.54,3,1,0
1,1,64.0,0,0,63.58,2,0,1
1,3,29.0,3,0,8.7,3,1,0
1,3,21.0,0,0,24.06,3,1,0
1,1,64.0,0,0,63.58,2,1,0
1,1,51.0,0,0,29.02,3,0,1
1,1,66.0,0,0,112.08,1,1,0
1,2,61.0,0,0,18.81,3,1,0
1,1,64.0,0,0,63.58,2,1,0
1,1,31.0,1,1,73.64,3,1,0
1,1,48.0,0,0,45.03,1,1,0
1,2,36.0,0,0,25.49,3,1,0
1,1,46.0,1,2,91.16,2,0,1
1,3,76.0,0,1,28.74,2,1,0
1,1,34.0,0,0,63.58,2,1,0
1,3,3.0,1,2,10.94,3,1,0
1,3,29.0,0,0,9.79,3,0,1
1,2,49.0,0,0,29.62,3,1,0
1,3,45.0,1,0,10.33,1,1,0
1,2,47.0,0,1,21.54,3,0,1
1,1,56.0,0,0,63.58,2,1,0
1,3,13.0,4,2,28.41,2,1,0
1,2,38.0,1,1,31.49,3,0,1
1,2,64.0,0,0,11.54,2,1,0
1,2,55.0,0,3,29.74,3,0,1
1,2,9.0,0,0,13.68,2,1,0
1,2,40.0,0,0,11.3,3,1,0
1,1,26.0,1,0,61.27,3,0,1
1,3,29.0,0,1,9.57,2,1,0
1,3,22.0,3,0,25.11,3,1,0
1,1,25.0,0,0,76.16,2,1,0
1,1,36.0,0,0,63.58,2,1,0
1,1,41.0,1,0,74.93,2,1,0
1,1,58.0,0,0,30.36,3,1,0
1,2,28.0,0,0,23.11,2,1,0
1,1,50.0,0,0,63.58,2,0,1
1,1,18.0,1,0,33.2,2,1,0
1,2,29.0,0,0,27.32,2,1,0
1,2,38.0,0,0,19.68,2,1,0
1,2,77.0,0,0,10.0,2,1,0
1,2,45.0,0,0,30.8,2,1,0
1,3,12.0,0,0,9.12,1,1,0
1,2,22.0,0,0,9.87,3,0,1
1,3,41.0,0,0,12.53,2,1,0
1,3,71.0,0,0,12.61,2,0,1
1,3,22.0,0,0,12.78,3,1,0
1,3,71.0,0,1,36.44,3,1,0
1,2,13.0,0,0,22.65,2,1,0
1,2,27.0,0,1,9.45,2,1,0
1,3,40.0,0,0,11.11,1,1,0
1,3,20.0,3,0,11.3,3,1,0
1,1,60.0,0,0,63.58,2,1,0
1,3,18.0,0,0,10.87,2,0,1
1,2,48.0,0,1,23.31,3,1,0
1,1,51.0,0,0,14.01,1,1,0
1,1,61.0,0,0,24.66,2,1,0
1,2,36.0,1,2,29.15,2,1,0
1,1,41.0,0,0,63.58,3,1,0
1,3,71.0,0,0,11.32,3,0,1
1,2,54.0,0,0,9.51,3,1,0
1,2,29.0,0,1,22.65,2,0,1
1,1,42.0,0,0,29.05,3,1,0
1,1,37.0,0,0,29.89,2,1,0
1,1,23.0,0,0,22.87,2,1,0
1,2,11.0,2,0,32.7,2,1,0
1,1,39.0,0,0,63.58,2,0,1
1,3,30.0,0,0,12.96,2,1,0
1,2,63.0,0,0,33.88,3,1,0
1,3,53.0,0,0,11.46,1,1,0
1,1,68.0,0,0,26.4,2,1,0
1,1,54.0,0,0,81.22,2,1,0
1,1,56.0,1,2,28.64,2,1,0
1,2,47.0,0,0,7.81,3,1,0
1,2,24.0,0,0,13.8,3,1,0
1,3,27.0,0,0,24.18,3,1,0
1,3,2.0,1,2,10.94,3,1,0
1,2,33.0,0,0,11.07,1,0,1
1,3,30.0,0,0,5.81,3,0,1
1,3,23.0,0,0,6.25,3,1,0
1,2,60.0,1,1,32.57,3,1,0
1,3,40.0,0,0,8.51,3,1,0
1,1,24.0,0,0,63.58,3,1,0
1,1,43.0,0,1,63.58,2,0,1
1,1,51.0,0,0,9.62,2,1,0
1,1,52.0,1,1,37.96,3,1,0
1,3,60.0,0,0,38.33,2,1,0
1,1,65.0,0,0,63.58,2,1,0
1,2,45.0,0,1,31.5,3,1,0
1,3,30.0,1,0,9.11,3,0,1
1,1,46.0,1,4,63.58,3,1,0
1,1,31.0,0,0,28.88,2,0,1
1,1,46.0,1,2,26.39,3,0,1
1,1,42.0,0,0,20.18,2,1,0
1,1,56.0,0,0,28.89,1,0,1
1,1,37.0,0,1,29.35,3,1,0
1,2,71.0,0,0,27.54,3,1,0
1,2,61.0,2,1,25.83,2,1,0
1,3,25.0,3,1,10.84,3,1,0
1,1,65.0,0,0,63.58,1,1,0
1,2,18.0,0,0,9.27,3,0,1
1,3,51.0,1,2,29.6,2,1,0
1,3,2.0,1,1,33.66,3,0,1
1,1,51.0,0,0,29.56,2,1,0
1,2,58.0,1,1,26.54,3,1,0
1,2,7.0,4,1,36.78,2,1,0
1,1,28.0,0,0,63.58,2,0,1
1,1,67.0,0,0,37.4,2,1,0
1,2,19.0,0,0,11.11,3,0,1
1,2,57.0,0,0,27.28,2,1,0
1,1,56.0,0,0,31.54,2,1,0
1,2,24.0,0,0,31.63,3,1,0
1,2,58.0,0,0,12.83,2,1,0
1,3,57.0,1,1,32.46,3,1,0
1,1,38.0,1,2,63.58,2,0,1
1,3,52.0,1,1,31.39,2,1,0
1,2,61.0,0,0,23.42,3,1,0
1,2,37.0,1,1,12.34,2,1,0
1,1,58.0,0,0,63.58,1,1,0
1,2,58.0,0,0,25.18,3,1,0
1,1,45.0,0,1,77.21,2,1,0
1,2,54.0,0,0,24.92,3,0,1
1,2,27.0,0,0,21.51,3,1,0
1,2,23.0,0,0,26.46,3,0,1
1,2,13.0,0,2,26.94,3,1,0
1,1,58.0,1,0,29.4,2,1,0
1,1,33.0,0,0,33.31,2,1,0
1,2,3.0,2,1,33.03,3,1,0
1,1,34.0,0,0,77.83,2,1,0
1,1,51.0,0,1,28.33,2,0,1
1,1,39.0,0,0,63.58,3,1,0
1,1,55.0,0,0,77.96,3,1,0
1,2,10.0,1,1,13.65,3,1,0
1,1,47.0,0,0,63.58,2,1,0
1,3,54.0,0,0,8.78,2,1,0
1,3,24.0,0,1,11.83,3,1,0
1,2,59.0,0,0,30.23,2,1,0
1,1,26.0,1,0,63.58,2,1,0
1,2,62.0,0,2,23.0,3,1,0
1,2,65.0,0,0,29.94,3,1,0
1,1,4.0,0,0,63.58,2,0,1
1,2,71.0,0,1,10.37,3,1,0
1,3,38.0,0,0,11.3,3,0,1
1,1,30.0,0,0,63.58,2,0,1
1,3,28.0,0,0,5.38,3,1,0
1,2,55.0,0,1,35.68,3,1,0
1,1,22.0,0,0,9.11,3,0,1
1,3,26.0,0,0,32.76,3,0,1
1,2,68.0,0,0,8.37,2,1,0
1,3,31.0,0,0,13.76,3,1,0
1,2,57.0,0,0,30.37,3,0,1
1,1,50.0,0,0,28.87,2,1,0
1,2,28.0,0,0,9.86,3,1,0
1,1,33.0,0,0,32.44,2,1,0
1,1,36.0,0,0,63.58,2,1,0
1,1,36.0,0,0,23.69,2,0,1
1,2,56.0,0,0,27.05,2,1,0
1,1,64.0,0,0,63.58,3,1,0
1,2,80.0,0,0,13.2,2,1,0
1,2,26.0,0,0,8.15,3,0,1
1,1,67.0,1,0,63.58,3,1,0
1,2,33.0,0,0,9.48,1,1,0
1,1,67.0,0,2,63.58,2,0,1
1,1,36.0,0,0,28.09,2,1,0
1,3,8.0,1,1,33.41,3,0,1
1,1,62.0,0,1,24.87,2,1,0
1,3,13.0,0,0,29.27,2,1,0
1,2,25.0,2,0,26.93,3,1,0
1,3,60.0,0,0,9.93,3,0,1
1,2,41.0,1,2,33.82,3,1,0
1,2,40.0,0,0,30.32,3,1,0
1,1,40.0,0,0,63.58,2,1,0
1,1,45.0,0,0,31.55,2,1,0
1,1,61.0,3,3,27.9,1,1,0
1,1,54.0,0,0,12.84,2,1,0
1,2,47.0,0,0,21.7,3,1,0
1,3,30.0,0,0,9.51,3,0,1
1,1,61.0,1,0,63.58,3,0,1
1,3,51.0,0,1,16.09,2,1,0
1,2,45.0,0,1,14.33,3,0,1
1,2,30.0,3,0,9.86,3,0,1
1,1,36.0,1,0,24.61,3,0,1
1,1,9.0,1,0,23.23,3,0,1
1,1,54.0,0,0,63.58,3,1,0
1,2,74.0,2,0,32.57,2,1,0
1,1,74.0,1,1,63.58,1,0,1
1,3,28.0,0,0,9.36,2,0,1
1,2,27.0,0,0,10.38,3,1,0
1,3,30.0,0,1,21.87,3,0,1
1,1,60.0,0,0,101.47,1,1,0
1,2,68.0,0,0,22.31,3,1,0
1,1,49.0,1,2,89.93,3,1,0
1,1,57.0,0,0,63.58,2,1,0
1,3,3.0,1,2,29.57,2,1,0
1,1,55.0,0,3,63.58,2,1,0
1,3,14.0,0,0,9.8,3,0,1
1,3,53.0,0,0,12.76,3,1,0
1,2,56.0,0,1,26.8,3,1,0
1,2,24.0,0,0,27.15,3,1,0
1,3,25.0,0,0,8.92,3,0,1
1,1,65.0,0,0,22.02,2,0,1
1,2,40.0,0,0,22.78,3,1,0
1,2,53.0,0,0,22.65,3,1,0
1,1,58.0,0,0,63.58,2,1,0
1,3,43.0,4,1,29.08,3,0,1
1,3,8.0,0,0,26.32,1,1,0
1,1,55.0,1,2,63.58,1,0,1
1,3,30.0,2,0,7.67,2,1,0
1,2,74.0,0,2,10.11,3,1,0
1,2,55.0,0,0,21.41,3,1,0
1,2,33.0,0,0,25.57,3,0,1
1,2,34.0,0,0,30.92,3,1,0
1,3,30.0,0,2,11.08,2,1,0
1,1,60.0,1,0,63.58,2,1,0
1,1,29.0,1,0,78.09,1,1,0
1,1,30.0,0,0,10.67,2,0,1
1,1,30.0,0,0,31.25,2,1,0
1,1,30.0,1,0,63.58,3,1,0
1,1,50.0,1,1,81.8,3,1,0
1,1,57.0,0,0,18.77,3,0,1
1,3,11.0,0,0,7.49,3,1,0
1,2,63.0,0,1,9.19,3,1,0
1,3,5.0,1,2,10.94,3,1,0
1,2,40.0,0,0,35.9,2,1,0
1,3,33.0,0,0,8.51,3,0,1
1,1,58.0,0,0,28.35,2,1,0
1,1,43.0,1,0,63.58,3,0,1
1,2,59.0,0,0,32.58,2,1,0
1,1,6.0,0,0,30.13,3,0,1
1,1,53.0,0,0,51.93,1,1,0
1,1,54.0,1,2,63.58,3,0,1
1,2,44.0,0,1,23.82,3,1,0
1,3,56.0,0,0,21.86,3,1,0
1,1,60.0,0,0,75.14,2,1,0
1,1,8.0,1,2,80.61,2,1,0
1,1,54.5,0,0,7.73,2,1,0
1,1,26.0,0,0,31.74,2,1,0
1,3,19.0,0,0,14.05,3,0,1
1,1,53.0,1,0,63.58,2,1,0
1,1,28.0,0,2,76.49,3,1,0
1,2,28.0,0,1,23.07,2,1,0
1,2,38.0,0,1,25.39,3,1,0
1,2,28.0,1,1,22.65,3,0,1
1,1,63.0,0,0,78.44,2,0,1
1,3,28.0,0,0,5.81,3,0,1
1,2,76.0,0,3,22.65,1,1,0
1,1,29.0,1,2,65.77,2,1,0
1,2,60.0,0,0,25.43,2,1,0
1,1,31.0,0,1,31.59,3,1,0
1,1,55.0,0,0,70.81,2,1,0
1,1,32.0,0,0,63.58,3,0,1
1,2,24.0,0,1,33.48,2,1,0
1,1,53.0,0,0,63.58,2,1,0
1,3,30.0,0,0,25.92,3,0,1
1,1,27.0,0,0,5.48,3,1,0
1,3,28.0,0,1,22.32,2,1,0
1,3,24.0,0,0,12.31,3,1,0
1,1,65.0,0,3,28.28,1,1,0
1,1,34.0,0,0,63.58,2,1,0
1,2,24.0,0,0,8.09,3,1,0
1,1,35.0,0,0,10.09,1,1,0
1,2,68.0,0,0,30.71,2,1,0
1,2,23.0,0,1,10.66,2,1,0
1,2,20.0,0,0,23.5,3,0,1
1,1,51.0,0,0,113.02,3,1,0
1,3,74.0,1,1,24.04,3,1,0
1,2,67.0,0,1,26.21,3,1,0
1,1,50.0,0,0,63.58,2,1,0
1,1,21.0,0,0,11.48,2,1,0
1,1,45.0,0,0,80.73,2,1,0
1,3,4.0,0,2,25.73,3,1,0
1,3,23.0,0,0,6.25,3,1,0
1,3,65.0,0,0,7.38,3,1,0
1,2,73.0,0,1,9.89,3,1,0
1,1,45.0,0,0,63.58,3,0,1
1,3,28.0,0,3,8.24,3,1,0
1,1,10.0,0,2,26.15,1,1,0
1,2,33.0,0,0,8.67,3,1,0
1,2,41.0,0,1,29.51,3,0,1
1,2,52.0,0,0,33.31,2,1,0
1,3,7.0,0,2,10.94,3,1,0
1,2,30.0,0,1,11.75,2,1,0
1,3,79.0,0,0,11.72,2,1,0
1,1,47.0,0,0,63.58,2,1,0
1,3,45.0,0,0,7.36,2,1,0
1,3,30.0,0,0,9.2,2,0,1
1,2,30.0,1,1,31.24,3,1,0
1,2,48.0,0,0,32.92,2,1,0
1,2,7.0,0,1,31.72,3,1,0
1,1,33.0,1,0,30.58,3,0,1
1,1,57.0,0,0,63.58,1,1,0
1,1,41.0,2,0,63.58,2,1,0
1,3,44.0,0,0,13.59,3,0,1
1,1,43.0,3,1,72.44,2,1,0
1,1,59.0,0,0,63.58,2,1,0
1,2,46.0,0,0,9.61,3,1,0
1,2,51.0,0,0,31.1,3,1,0
1,1,55.0,0,0,31.98,2,1,0
1,3,36.0,0,0,7.44,3,1,0
1,2,38.0,0,0,21.65,2,0,1
1,2,52.0,0,1,27.7,2,1,0
1,2,44.0,0,0,12.7,1,1,0
1,1,54.0,0,0,12.84,2,1,0
1,3,29.0,0,0,9.66,3,0,1
1,2,66.0,0,2,29.75,2,1,0
1,3,25.0,0,0,3.8,3,0,1
1,1,28.0,1,0,65.57,3,0,1
1,3,41.0,1,2,10.94,3,1,0
1,1,48.0,0,0,36.95,2,0,1
1,1,40.0,1,2,76.23,3,1,0
1,1,53.0,0,0,63.58,3,1,0
1,1,53.0,0,0,13.18,2,1,0
1,1,62.0,0,2,29.09,1,0,1
1,1,36.0,0,1,26.8,2,1,0
1,2,65.0,1,1,22.65,3,1,0
1,1,23.0,0,0,63.58,3,1,0
1,1,26.0,0,0,80.1,3,1,0
