PassengerId,Survived,Pclass,Age,Fare,female,male,C,Q,S,Family
29191,1,1,42.0,32.84,1,0,1,0,0,3
29192,0,1,52.0,90.35,0,1,0,0,1,0
29193,1,2,12.0,10.86,1,0,1,0,0,0
29194,1,1,31.0,29.81,0,1,0,0,1,0
29195,0,2,37.0,7.24,0,1,0,0,1,1
29196,1,1,53.0,34.88,1,0,1,0,0,0
29197,0,3,31.0,21.27,0,1,0,0,1,0
29198,0,1,74.0,21.72,0,1,1,0,0,0
29199,1,3,68.0,8.8,1,0,0,0,1,4
29200,1,3,7.0,21.7,1,0,0,0,1,3
29201,0,2,20.0,9.04,0,1,0,0,1,0
29202,0,3,24.0,9.62,1,0,0,0,1,0
29203,0,3,28.0,28.8,0,1,0,0,1,0
29204,1,2,48.0,22.26,0,1,0,0,1,0
29205,0,3,73.0,8.07,0,1,0,0,1,0
29206,0,3,34.0,9.1,0,1,0,0,1,0
29207,1,1,56.0,244.29,1,0,1,0,0,0
29208,0,2,56.0,9.81,0,1,0,0,1,0
29209,0,3,24.0,14.82,0,1,0,0,1,1
29210,0,3,39.0,11.35,0,1,0,0,1,0
29212,1,2,32.0,27.62,0,1,1,0,0,0
29213,1,2,11.0,9.77,1,0,0,0,1,1
29214,1,1,52.0,206.62,1,0,1,0,0,1
29215,1,2,57.0,25.7,0,1,0,0,1,0
29216,0,3,24.0,9.28,0,1,0,0,1,0
29217,0,3,35.0,10.03,0,1,0,0,1,0
29218,0,2,38.0,22.74,0,1,0,0,1,0
29219,1,3,20.0,12.51,1,0,0,0,1,0
29220,0,3,24.0,10.81,0,1,0,0,1,0
29221,1,3,4.0,26.51,1,0,0,0,1,1
29222,0,3,32.0,9.16,0,1,0,1,0,0
29223,0,2,63.0,30.13,0,1,0,0,1,2
29224,1,1,48.0,174.16,1,0,0,1,0,1
29225,1,2,59.0,13.69,1,0,0,0,1,0
29226,0,2,31.0,25.46,0,1,0,0,1,0
29227,1,2,56.0,10.27,1,0,0,0,1,0
29228,0,3,33.0,6.54,0,1,0,0,1,0
29229,0,3,36.5,4.99,0,1,0,0,1,0
29230,1,1,44.0,61.35,0,1,0,0,1,1
29231,1,2,61.0,11.97,1,0,0,0,1,0
29232,1,1,30.0,12.09,0,1,0,0,1,0
29233,1,2,23.0,28.98,1,0,0,0,1,2
29234,1,2,26.0,22.77,0,1,0,0,1,3
29235,0,2,56.0,77.39,1,0,0,0,1,5
29236,0,3,18.0,8.66,0,1,0,0,1,0
29237,0,3,55.0,7.67,0,1,0,0,1,0
29238,0,3,41.0,7.53,0,1,0,0,1,0
29239,1,2,44.0,9.75,0,1,0,1,0,0
29240,0,3,25.0,6.15,0,1,0,0,1,0
29241,1,3,17.0,24.96,0,1,0,0,1,0
29242,1,1,23.0,224.74,1,0,1,0,0,0
29243,1,3,31.0,13.46,1,0,0,0,1,0
29244,0,3,29.0,12.4,0,1,0,0,1,0
29245,1,2,60.0,12.83,1,0,1,0,0,0
29246,0,2,22.0,12.87,0,1,1,0,0,0
29247,0,2,35.0,7.7,0,1,0,0,1,0
29248,1,1,40.0,74.74,1,0,1,0,0,2
29249,0,3,8.0,7.58,0,1,0,0,1,4
29250,1,3,51.0,15.73,1,0,0,0,1,0
29251,0,3,61.0,11.14,0,1,0,0,1,0
29253,0,2,25.0,29.3,0,1,0,0,1,3
29254,1,2,48.0,26.45,1,0,1,0,0,3
29255,1,3,65.0,11.79,1,0,0,0,1,0
29256,1,3,19.0,20.3,1,0,1,0,0,0
29257,1,1,34.0,11.46,0,1,0,0,1,0
29258,0,3,35.0,4.98,0,1,0,0,1,0
29260,0,3,42.0,10.42,0,1,0,0,1,1
29261,0,1,35.0,75.77,0,1,0,0,1,2
29262,1,2,50.0,31.61,1,0,1,0,0,0
29263,0,2,24.0,11.01,0,1,0,0,1,1
29264,1,1,54.0,55.81,0,1,0,0,1,2
29265,1,2,2.0,13.18,1,0,0,0,1,2
29266,1,1,61.0,29.46,0,1,0,0,1,0
29267,1,2,22.0,27.17,0,1,1,0,0,1
29268,0,3,22.0,9.16,0,1,0,0,1,0
29269,0,2,19.0,10.37,0,1,0,0,1,2
29270,1,1,52.0,112.53,1,0,0,1,0,0
29271,1,1,59.0,10.76,0,1,1,0,0,1
29272,0,3,25.0,7.0,0,1,0,0,1,0
29273,1,1,46.0,217.9,1,0,1,0,0,0
29274,1,2,21.0,23.74,0,1,0,0,1,0
29275,0,3,24.0,14.6,0,1,0,0,1,0
29276,1,3,31.0,6.91,0,1,1,0,0,0
29277,1,3,26.0,8.62,0,1,0,0,1,1
29278,1,1,27.0,104.19,1,0,1,0,0,0
29279,0,2,66.0,8.51,0,1,0,0,1,0
29281,0,3,28.0,12.17,0,1,0,0,1,2
29282,1,1,40.0,25.49,1,0,0,0,1,0
29283,1,1,42.0,118.65,0,1,1,0,0,3
29284,1,3,5.0,34.41,1,0,0,0,1,3
29285,0,3,21.0,4.77,0,1,0,0,1,0
29286,0,2,68.0,10.96,0,1,0,0,1,1
29287,0,1,37.0,216.09,0,1,1,0,0,0
29288,0,2,30.0,31.84,0,1,1,0,0,1
29289,0,3,59.0,9.02,0,1,0,0,1,5
29290,1,1,30.0,33.2,1,0,0,0,1,0
29291,1,1,34.0,33.2,1,0,0,0,1,0
29292,0,3,49.0,15.64,0,1,0,0,1,4
29293,1,2,6.0,23.73,1,0,0,0,1,2
29294,1,1,62.0,19.26,0,1,1,0,0,0
29295,0,3,63.0,12.6,0,1,0,0,1,0
29297,1,2,45.0,14.33,0,1,0,0,1,1
29298,0,3,24.0,10.44,0,1,0,1,0,3
29299,0,2,78.0,69.19,1,0,0,0,1,0
29300,0,2,24.0,8.87,1,0,0,0,1,0
29301,1,1,52.0,133.79,1,0,0,0,1,0
29302,1,2,7.0,27.33,1,0,0,0,1,2
29303,1,1,34.0,243.51,1,0,1,0,0,0
29304,1,2,76.0,38.79,1,0,0,0,1,0
29305,1,2,63.0,13.54,1,0,1,0,0,0
29306,0,1,22.0,59.42,0,1,0,0,1,1
29307,0,2,61.0,23.28,1,0,1,0,0,3
29308,0,2,35.0,3.23,0,1,0,0,1,0
29309,1,2,42.0,24.93,1,0,0,0,1,4
29310,1,2,58.0,39.79,1,0,0,0,1,0
29311,0,3,23.0,8.72,0,1,0,0,1,0
29312,1,2,59.0,29.12,0,1,0,0,1,0
29313,0,3,31.0,11.69,0,1,0,0,1,4
29314,1,2,54.0,21.88,0,1,0,0,1,0
29315,1,2,9.0,6.15,0,1,0,0,1,0
29316,1,2,10.0,35.05,1,0,1,0,0,2
29317,0,2,21.0,30.98,0,1,0,0,1,2
29318,1,1,34.0,35.78,1,0,1,0,0,0
29319,1,1,57.0,74.38,1,0,0,1,0,0
29320,0,2,38.0,12.55,0,1,1,0,0,0
29321,0,3,6.0,10.25,0,1,0,0,1,1
29322,1,3,12.0,11.77,1,0,0,0,1,0
29323,0,2,2.0,27.9,1,0,0,0,1,1
29324,1,1,60.0,149.18,1,0,0,0,1,2
29325,1,2,5.0,24.51,1,0,0,0,1,1
29326,1,1,47.0,26.39,1,0,0,0,1,0
29327,0,3,16.0,4.3,0,1,0,0,1,0
29328,0,2,40.0,8.56,0,1,0,0,1,0
29329,1,2,63.0,27.08,0,1,0,0,1,0
29330,1,2,68.0,29.38,1,0,0,1,0,0
29331,0,3,56.0,7.35,0,1,1,0,0,0
29332,1,2,35.0,10.95,1,0,0,0,1,0
29333,1,3,27.0,10.13,0,1,0,0,1,0
29334,1,3,33.0,8.51,0,1,0,0,1,0
29335,1,2,27.0,6.01,0,1,0,0,1,0
29336,0,3,20.0,8.81,1,0,0,0,1,6
29337,1,3,18.0,20.2,0,1,0,0,1,0
29338,0,3,45.0,31.62,1,0,0,0,1,1
29339,1,3,48.0,7.29,1,0,0,0,1,0
29340,1,2,46.0,135.31,1,0,1,0,0,2
29341,1,3,10.0,30.22,1,0,1,0,0,2
29342,1,1,61.0,11.99,1,0,0,1,0,0
29343,1,1,29.0,138.38,0,1,1,0,0,0
29344,0,2,25.0,11.12,0,1,0,0,1,0
29345,1,1,42.0,11.47,1,0,1,0,0,0
29346,0,2,22.0,27.38,0,1,0,0,1,0
29347,1,3,32.0,5.45,0,1,0,0,1,0
29348,0,2,11.0,9.56,1,0,0,0,1,0
29349,1,2,16.0,29.71,1,0,1,0,0,1
29350,1,1,52.0,183.38,1,0,1,0,0,0
29351,0,3,1.0,22.6,0,1,0,0,1,3
29352,0,1,59.0,68.98,0,1,0,0,1,1
29353,1,1,18.0,11.76,0,1,1,0,0,0
29354,0,3,66.0,6.62,0,1,0,0,1,0
29355,1,2,24.0,12.32,1,0,0,0,1,1
29356,0,3,32.0,9.27,0,1,0,0,1,0
29357,1,1,69.0,10.29,1,0,1,0,0,0
29358,1,2,47.0,10.18,1,0,1,0,0,4
29359,1,3,20.0,10.27,1,0,0,0,1,0
29360,0,1,7.0,24.27,0,1,0,0,1,3
29361,0,2,53.0,26.46,0,1,0,0,1,2
29362,0,1,34.0,27.77,0,1,0,0,1,1
29363,0,1,47.0,71.25,0,1,0,0,1,4
29364,0,3,26.0,9.52,0,1,0,0,1,0
29365,1,1,55.0,240.65,0,1,0,0,1,3
29366,0,1,47.0,63.05,0,1,0,0,1,1
29367,1,2,35.0,28.93,1,0,0,0,1,0
29368,0,1,24.0,31.87,1,0,0,0,1,2
29369,1,1,41.0,10.41,1,0,1,0,0,2
29370,0,2,32.0,14.24,1,0,0,0,1,0
29371,1,2,64.0,13.9,1,0,0,0,1,0
29372,0,1,54.0,35.45,1,0,1,0,0,2
29374,0,3,31.0,23.77,0,1,0,0,1,0
29375,0,2,29.0,8.64,0,1,0,0,1,0
29376,0,3,40.0,9.76,0,1,1,0,0,4
29377,1,1,52.0,74.43,0,1,1,0,0,1
29378,0,2,23.0,6.92,0,1,0,0,1,2
29379,0,2,7.0,6.89,0,1,0,0,1,0
29380,0,3,30.0,28.53,0,1,0,0,1,0
29381,1,2,44.0,31.2,1,0,1,0,0,0
29382,0,3,24.0,8.26,0,1,0,0,1,0
29383,0,1,50.0,96.72,0,1,0,0,1,1
29384,1,1,43.0,32.67,1,0,1,0,0,0
29385,1,3,52.0,28.17,1,0,0,0,1,1
29386,1,1,53.0,8.86,1,0,0,1,0,0
29387,0,3,20.0,6.12,0,1,0,0,1,0
29388,0,2,32.0,11.3,0,1,0,0,1,0
29389,0,3,31.0,11.79,0,1,0,0,1,0
29390,1,1,43.0,218.96,1,0,1,0,0,0
29392,0,2,26.0,9.53,1,0,0,0,1,2
29393,0,2,41.0,12.07,0,1,0,0,1,0
29394,0,1,45.0,5.72,0,1,0,0,1,0
29395,0,1,45.0,69.34,1,0,1,0,0,3
29396,0,1,24.0,19.99,0,1,0,0,1,4
29397,1,2,20.0,12.46,1,0,0,0,1,0
29398,1,3,38.0,14.15,1,0,0,0,1,1
29399,0,2,3.0,30.35,0,1,0,0,1,2
29400,1,3,0.75,81.0,1,0,0,0,1,9
29401,0,3,54.0,6.51,0,1,0,0,1,0
29402,1,2,38.0,22.17,1,0,0,0,1,2
29403,1,2,30.0,11.99,1,0,0,0,1,4
29405,0,3,56.0,8.74,0,1,0,0,1,0
29406,0,1,78.0,8.79,1,0,0,0,1,0
29407,0,3,10.0,66.02,0,1,0,0,1,0
29408,1,2,39.0,9.25,1,0,0,0,1,0
29409,1,1,57.0,63.58,1,0,1,0,0,0
29410,1,2,27.0,25.17,1,0,0,0,1,0
29411,1,1,28.0,103.36,1,0,0,1,0,0
29412,0,3,5.0,10.93,0,1,0,0,1,0
29413,1,2,26.0,8.32,0,1,0,0,1,0
29414,1,3,22.0,4.76,0,1,1,0,0,0
29415,0,3,62.0,36.29,1,0,0,0,1,0
29416,0,3,31.0,9.01,0,1,0,0,1,1
29417,1,3,28.0,9.38,1,0,0,0,1,0
29418,0,3,64.0,12.61,0,1,0,0,1,5
29419,1,1,26.0,31.74,1,0,1,0,0,0
29420,0,3,5.0,82.74,1,0,1,0,0,2
29421,0,3,33.0,5.87,0,1,0,0,1,0
29422,0,2,36.0,12.66,0,1,0,0,1,1
29423,0,3,52.0,6.76,0,1,0,0,1,0
29424,0,3,59.0,9.63,0,1,0,0,1,0
29425,0,1,27.0,22.79,0,1,0,0,1,0
29426,0,1,25.0,10.53,0,1,0,0,1,0
29428,0,3,48.0,68.59,0,1,0,0,1,3
29429,0,3,32.0,7.9,0,1,0,0,1,0
29430,0,3,20.0,31.2,0,1,0,1,0,0
29431,0,3,3.0,32.39,1,0,0,0,1,9
29432,0,3,30.0,28.43,1,0,0,0,1,0
29433,0,1,41.0,32.68,0,1,0,0,1,2
29434,0,2,23.0,9.82,0,1,0,0,1,0
29435,1,1,34.0,29.08,0,1,1,0,0,1
29436,0,3,26.0,6.51,0,1,0,0,1,0
29437,0,2,52.0,22.72,0,1,0,0,1,0
29438,0,2,1.0,37.69,1,0,0,0,1,5
29439,0,2,47.0,10.06,0,1,0,0,1,0
29440,0,3,22.0,8.14,1,0,0,0,1,0
29441,0,3,49.0,28.02,0,1,0,0,1,1
29442,1,1,39.0,58.28,1,0,1,0,0,0
29443,0,3,34.0,8.99,0,1,0,0,1,0
29444,0,3,23.0,8.4,0,1,0,0,1,0
29445,1,3,22.0,25.43,0,1,0,0,1,0
29446,1,1,52.0,114.93,1,0,1,0,0,0
29447,0,3,48.0,11.5,0,1,0,0,1,0
29448,0,1,19.0,26.89,0,1,0,0,1,1
29449,0,3,30.0,7.27,0,1,0,0,1,0
29450,0,3,23.0,5.31,0,1,0,0,1,0
29451,1,2,63.0,26.01,1,0,0,0,1,1
29452,0,3,18.0,26.22,0,1,0,0,1,2
29453,0,1,46.0,30.45,0,1,0,0,1,1
29454,1,3,46.0,8.39,0,1,0,0,1,0
29455,1,3,22.0,9.13,0,1,0,0,1,1
29457,1,1,52.0,73.03,0,1,0,0,1,1
29458,1,1,35.0,68.11,0,1,1,0,0,3
29459,1,1,28.0,28.65,1,0,1,0,0,1
29461,0,3,26.0,10.65,0,1,0,0,1,0
29462,0,3,42.0,12.02,0,1,0,0,1,0
29463,0,2,34.0,19.42,0,1,0,0,1,0
29464,1,1,46.0,165.35,1,0,1,0,0,0
29465,0,3,29.0,7.05,0,1,0,0,1,0
29466,1,1,38.0,251.12,1,0,1,0,0,0
29467,0,1,47.0,28.49,1,0,0,0,1,0
29468,0,3,70.0,14.68,1,0,0,0,1,0
29469,0,1,60.0,61.49,0,1,0,0,1,0
29470,1,2,47.0,21.97,1,0,0,0,1,1
29471,0,3,54.0,9.09,0,1,0,0,1,0
29472,0,1,39.0,22.0,0,1,0,0,1,1
29473,1,1,41.0,110.83,1,0,1,0,0,1
29474,1,1,76.0,61.04,1,0,0,1,0,0
29475,1,2,54.0,12.97,0,1,0,0,1,0
29476,0,3,25.0,8.96,0,1,0,0,1,0
29477,1,3,5.0,29.51,0,1,0,0,1,2
29478,1,2,53.0,30.1,1,0,0,0,1,0
29479,1,1,33.0,131.19,1,0,1,0,0,0
29480,1,1,25.0,77.32,1,0,1,0,0,0
29481,0,3,28.0,69.87,0,1,0,1,0,0
29482,0,3,32.0,10.01,0,1,0,0,1,0
29483,1,1,58.0,59.5,0,1,0,1,0,0
29484,0,3,36.0,10.81,0,1,0,0,1,0
29485,0,1,63.0,28.25,1,0,0,0,1,1
29486,0,2,39.0,23.21,0,1,0,0,1,0
29487,0,2,40.0,31.73,0,1,0,1,0,1
29488,0,3,19.0,6.89,0,1,0,0,1,0
29489,1,3,42.0,7.4,1,0,0,0,1,0
29490,1,2,12.5,31.49,1,0,1,0,0,1
29491,0,3,30.0,9.33,0,1,0,0,1,0
29492,1,3,7.0,30.48,1,0,0,0,1,2
29493,0,3,49.0,6.48,0,1,0,0,1,0
29494,0,3,7.0,9.75,1,0,0,0,1,5
29495,0,2,61.0,122.55,1,0,0,0,1,0
29496,0,3,28.0,9.95,1,0,0,1,0,0
29497,0,3,37.0,11.49,0,1,0,0,1,2
29499,1,2,26.0,29.8,1,0,0,0,1,2
29500,0,3,44.0,13.22,1,0,0,0,1,3
29501,0,1,15.0,25.73,0,1,0,0,1,0
29502,1,2,35.0,22.91,1,0,0,0,1,0
29503,0,2,61.0,5.75,0,1,0,0,1,0
29504,0,2,19.0,5.9,0,1,0,0,1,0
29505,1,3,31.0,21.71,1,0,0,0,1,2
29507,0,2,44.0,10.41,1,0,0,0,1,0
29508,0,3,30.0,32.92,0,1,0,0,1,0
29509,1,2,43.0,13.86,0,1,1,0,0,4
29510,0,3,22.0,9.05,0,1,0,0,1,0
29511,0,3,48.0,8.28,0,1,0,0,1,0
29512,0,3,28.0,37.38,0,1,0,0,1,0
29513,0,3,36.0,8.03,0,1,0,0,1,0
29515,0,3,65.0,12.26,0,1,0,0,1,1
29516,0,3,54.0,3.37,0,1,0,0,1,0
29517,0,2,73.0,32.44,1,0,1,0,0,0
29518,1,1,28.0,62.0,1,0,0,0,1,0
29519,0,3,52.0,9.97,0,1,0,0,1,4
29520,1,2,58.0,37.23,1,0,0,0,1,2
29521,0,3,11.0,11.36,0,1,0,0,1,0
29523,1,2,54.0,4.87,0,1,0,0,1,0
29524,0,3,67.0,9.35,0,1,0,0,1,0
29525,0,3,41.0,10.04,1,0,0,0,1,0
29526,1,3,40.0,9.37,1,0,0,0,1,3
29527,0,3,4.0,11.84,0,1,0,0,1,1
29528,0,2,6.0,33.99,1,0,1,0,0,3
29529,0,1,20.0,28.58,0,1,0,0,1,0
29530,1,1,45.0,39.76,1,0,1,0,0,0
29531,0,1,23.0,11.13,0,1,0,0,1,0
29532,1,1,41.0,66.33,0,1,0,0,1,3
29533,0,1,30.0,11.06,0,1,0,0,1,1
29534,0,3,55.0,27.5,0,1,0,0,1,1
29535,0,3,27.0,8.07,0,1,0,0,1,0
29536,0,1,57.0,30.02,0,1,0,0,1,0
29537,1,1,33.0,32.06,0,1,0,0,1,0
29538,1,1,71.0,98.04,1,0,0,1,0,0
29539,0,3,62.0,10.6,0,1,0,0,1,0
29540,0,3,50.0,9.69,0,1,0,0,1,0
29541,0,3,25.0,28.31,0,1,0,0,1,0
29542,0,1,7.0,82.8,0,1,0,0,1,2
29543,0,3,2.0,28.42,1,0,0,0,1,3
29544,1,2,54.0,7.43,1,0,0,0,1,0
29545,0,1,60.0,64.36,0,1,0,1,0,3
29546,0,3,7.0,9.79,1,0,0,0,1,0
29547,1,1,48.0,34.65,1,0,1,0,0,0
29548,1,2,65.0,27.26,0,1,1,0,0,0
29549,1,3,43.0,15.16,1,0,0,0,1,0
29550,0,3,8.0,33.86,0,1,0,0,1,1
29551,0,2,38.0,8.71,0,1,0,0,1,1
29552,1,1,63.0,227.3,1,0,1,0,0,0
29553,1,3,63.0,32.27,1,0,0,1,0,4
29554,1,1,63.0,81.71,1,0,1,0,0,0
29555,1,1,46.0,15.45,1,0,1,0,0,0
29556,0,3,26.0,7.14,0,1,0,0,1,0
29557,0,3,56.0,23.84,0,1,0,0,1,0
29558,0,3,22.0,6.87,1,0,0,0,1,0
29559,0,1,5.0,150.54,1,0,1,0,0,3
29560,1,2,47.0,32.29,0,1,0,0,1,1
29561,0,3,30.0,9.46,0,1,0,0,1,0
29562,1,1,49.0,129.04,1,0,1,0,0,0
29563,0,3,35.0,7.04,0,1,0,0,1,0
29564,0,2,4.0,75.71,1,0,1,0,0,2
29565,1,3,27.0,9.38,1,0,0,0,1,0
29566,1,1,56.0,61.98,0,1,0,0,1,2
29567,0,2,40.0,28.72,1,0,0,0,1,0
29568,1,2,31.0,27.1,1,0,1,0,0,0
29569,0,3,26.0,12.62,1,0,0,0,1,1
29570,1,2,53.0,33.82,0,1,0,0,1,2
29571,0,1,47.0,63.45,0,1,1,0,0,0
29572,0,1,30.0,29.32,1,0,0,0,1,2
29573,0,3,23.0,12.89,0,1,0,0,1,0
29574,1,2,28.0,25.76,1,0,0,0,1,0
29575,0,3,26.0,31.37,0,1,0,0,1,0
29576,0,3,43.0,25.54,1,0,0,0,1,0
29577,1,1,30.0,81.0,0,1,1,0,0,2
29578,0,2,42.0,12.3,0,1,0,0,1,0
29579,1,2,31.0,10.11,1,0,0,0,1,0
29580,1,3,23.0,8.45,1,0,0,0,1,2
29581,1,3,4.0,25.31,1,0,0,0,1,3
29582,1,1,42.0,111.07,0,1,1,0,0,0
29583,0,2,38.0,26.07,1,0,0,0,1,2
29584,0,1,52.0,163.79,0,1,0,0,1,0
29585,0,3,19.0,13.08,0,1,0,0,1,4
29586,0,1,35.0,51.08,1,0,0,0,1,3
29587,1,2,38.0,26.98,0,1,0,0,1,4
29588,1,1,51.0,102.06,0,1,0,0,1,2
29589,1,1,68.0,98.06,0,1,0,1,0,1
29590,1,2,57.0,24.86,1,0,0,0,1,3
29591,0,1,47.0,62.49,1,0,0,0,1,7
29592,0,3,56.0,7.7,0,1,0,0,1,0
29593,0,2,26.0,5.65,0,1,0,0,1,0
29594,1,3,50.0,48.2,0,1,0,0,1,0
29595,0,1,52.0,82.71,0,1,0,0,1,3
29596,0,3,25.0,8.66,0,1,0,0,1,0
29597,0,3,57.0,28.88,0,1,0,0,1,0
29598,0,2,44.0,28.21,1,0,0,0,1,0
29599,1,3,36.0,4.6,0,1,1,0,0,0
29600,0,3,50.0,4.48,0,1,0,0,1,0
29601,0,1,61.0,9.71,0,1,0,0,1,0
29602,0,3,67.0,9.07,1,0,0,0,1,0
29604,0,1,37.0,8.05,0,1,0,0,1,0
29605,0,2,38.0,29.45,0,1,0,0,1,0
29607,1,2,9.0,10.02,1,0,0,0,1,0
29608,0,3,56.0,14.36,0,1,0,0,1,0
29609,1,1,52.0,63.09,1,0,0,0,1,0
29610,1,1,49.0,221.95,1,0,1,0,0,0
29611,0,1,69.0,199.37,1,0,0,1,0,3
29612,1,1,39.0,23.26,1,0,0,1,0,0
29613,0,3,40.0,9.54,0,1,0,0,1,0
29614,1,3,25.0,8.93,1,0,0,0,1,0
29615,1,2,26.0,8.31,1,0,0,0,1,0
29616,0,2,42.0,30.32,0,1,0,0,1,2
29617,1,3,12.0,27.97,0,1,0,0,1,0
29618,1,3,27.0,210.28,1,0,0,0,1,0
29619,0,3,24.0,8.22,0,1,0,0,1,0
29620,0,1,44.0,66.88,1,0,0,0,1,2
29621,1,1,62.0,76.92,1,0,0,0,1,5
29622,0,3,51.0,11.27,0,1,0,0,1,0
29623,0,2,54.0,11.49,1,0,0,0,1,0
29624,1,3,49.0,26.68,0,1,0,0,1,2
29625,1,1,79.0,29.12,1,0,1,0,0,0
29626,1,3,70.0,11.59,1,0,0,0,1,0
29628,0,2,63.0,16.22,0,1,0,0,1,0
29629,1,1,29.0,83.89,0,1,0,0,1,0
29630,1,2,8.0,26.02,0,1,0,0,1,0
29631,1,2,59.0,12.17,1,0,1,0,0,3
29632,0,2,20.0,8.73,0,1,0,0,1,0
29633,0,3,38.0,9.95,1,0,0,0,1,2
29634,0,3,23.0,8.6,0,1,0,0,1,0
29636,0,3,65.0,10.54,0,1,0,0,1,3
29637,0,3,39.0,29.34,0,1,0,0,1,2
29638,0,1,38.0,106.11,1,0,0,1,0,0
29639,0,2,7.0,33.39,0,1,0,0,1,0
29640,0,2,28.0,13.78,0,1,0,0,1,0
29641,0,2,20.0,9.69,1,0,0,0,1,0
29642,0,3,17.0,4.48,0,1,0,0,1,0
29644,1,1,36.0,80.74,1,0,0,0,1,1
29645,1,1,68.0,25.65,1,0,0,1,0,0
29646,0,3,70.0,7.92,1,0,0,0,1,0
29647,0,3,61.0,21.08,0,1,0,0,1,0
29648,0,3,28.0,11.11,0,1,0,0,1,0
29649,1,3,0.5,33.53,0,1,1,0,0,3
29650,0,2,21.0,8.82,0,1,0,0,1,0
29651,1,3,21.0,6.78,0,1,0,0,1,0
29652,1,2,28.0,23.49,1,0,0,0,1,0
29653,1,3,52.0,27.5,1,0,0,0,1,4
29654,0,3,41.0,7.87,0,1,0,0,1,0
29655,0,1,26.0,27.12,0,1,0,0,1,1
29656,0,1,56.0,26.42,1,0,1,0,0,0
29657,1,3,62.0,8.09,1,0,0,0,1,0
29658,1,1,65.0,29.73,1,0,0,1,0,0
29659,1,3,18.0,10.51,1,0,0,0,1,0
29660,1,2,33.0,25.11,1,0,1,0,0,0
29661,0,3,19.0,6.4,0,1,0,0,1,4
29662,0,3,25.0,7.25,0,1,0,0,1,0
29663,0,3,26.0,6.59,0,1,0,0,1,0
29665,1,3,23.0,35.66,1,0,1,0,0,0
29666,0,1,7.0,64.04,0,1,0,0,1,4
29667,1,1,51.0,142.91,1,0,0,0,1,2
29668,1,3,71.0,12.61,0,1,1,0,0,0
29669,1,3,7.0,21.61,1,0,0,0,1,2
29670,0,3,30.0,7.26,0,1,0,0,1,0
29671,0,3,29.0,4.34,0,1,0,0,1,0
29672,0,1,60.0,82.37,0,1,1,0,0,2
29673,0,3,39.0,10.03,0,1,0,0,1,0
29674,0,3,53.0,6.21,0,1,0,0,1,0
29675,0,1,27.0,72.91,0,1,0,0,1,3
29676,0,2,24.0,25.5,0,1,0,0,1,1
29677,1,2,46.0,33.09,1,0,1,0,0,0
29678,0,1,56.0,161.43,1,0,0,0,1,0
29679,0,3,48.0,12.12,0,1,0,0,1,2
29680,1,1,59.0,28.41,1,0,0,1,0,3
29681,1,1,38.0,10.23,1,0,0,1,0,3
29682,0,3,42.0,23.35,0,1,0,0,1,0
29683,1,1,40.0,91.86,1,0,1,0,0,0
29684,1,3,54.0,7.48,0,1,0,0,1,0
29685,1,1,67.0,28.28,1,0,0,1,0,2
29686,0,3,64.0,5.57,0,1,1,0,0,0
29687,0,1,50.0,29.35,0,1,1,0,0,1
29688,1,2,31.0,10.69,1,0,0,0,1,0
29689,0,2,35.0,14.44,0,1,0,0,1,0
29690,1,2,27.0,9.94,1,0,0,0,1,0
29691,0,3,31.0,18.76,0,1,0,0,1,1
29692,0,2,26.0,10.32,0,1,0,0,1,0
29693,1,2,25.0,25.19,0,1,1,0,0,0
29694,1,3,37.0,10.01,0,1,1,0,0,0
29695,1,3,29.0,4.67,0,1,0,0,1,0
29696,1,1,33.0,32.44,1,0,1,0,0,0
29697,0,3,31.0,25.59,0,1,0,0,1,0
29698,1,2,52.0,25.5,1,0,1,0,0,0
29699,1,1,38.0,27.21,0,1,1,0,0,0
29700,0,1,71.0,114.98,1,0,0,1,0,1
29701,0,1,60.0,27.82,1,0,0,1,0,0
29702,1,1,38.0,70.67,1,0,1,0,0,1
29703,1,2,40.0,19.74,1,0,0,0,1,2
29704,0,3,45.0,64.14,0,1,0,0,1,4
29705,0,1,25.0,51.16,0,1,0,0,1,0
29707,0,3,22.0,11.08,0,1,0,0,1,0
29708,0,3,28.0,6.33,0,1,0,0,1,0
29709,0,2,39.0,9.5,0,1,0,0,1,0
29710,0,1,28.0,65.77,0,1,0,0,1,1
29711,0,1,44.0,78.03,1,0,1,0,0,0
29712,1,3,2.0,35.6,1,0,0,0,1,3
29713,1,1,60.0,32.94,1,0,0,0,1,0
29714,0,2,30.0,7.03,0,1,0,0,1,0
29716,1,2,52.0,7.83,0,1,0,0,1,0
29717,0,2,47.0,186.07,1,0,0,0,1,0
29718,0,2,61.0,28.08,0,1,1,0,0,1
29719,0,3,68.0,8.24,0,1,0,0,1,0
29720,0,3,47.0,33.11,0,1,0,0,1,1
29721,0,2,27.0,48.32,0,1,0,0,1,1
29722,1,3,21.0,24.06,1,0,0,0,1,0
29723,1,3,24.0,7.91,1,0,0,0,1,0
29725,0,3,57.0,25.68,1,0,0,0,1,0
29726,0,2,28.0,7.13,0,1,0,0,1,0
29727,0,3,23.0,19.89,1,0,0,0,1,0
29728,0,3,54.0,8.34,0,1,0,0,1,4
29729,0,2,29.0,9.83,1,0,0,1,0,0
29730,0,2,60.0,7.42,0,1,0,0,1,1
29731,1,1,69.0,31.59,1,0,0,1,0,0
